N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
36	0.75	iSLIP	15.2383	7.90433	0.00546451	0.196722	0.0269028	0.00351702
37	0.75	iSLIP	15.0332	7.8597	0.00532768	0.197124	0.0260459	0.00297597
38	0.75	iSLIP	15.1416	7.98224	0.00517825	0.196774	0.0269092	0.00307136
39	0.75	iSLIP	15.1595	7.93753	0.0050313	0.196221	0.0265872	0.00363113
40	0.75	iSLIP	15.202	7.98092	0.00489637	0.195855	0.026515	0.00368287
41	0.75	iSLIP	15.2415	8.04987	0.00477995	0.195978	0.0268878	0.00391503
42	0.75	iSLIP	15.2276	8.035	0.004661	0.195762	0.0269738	0.00396468
43	0.75	iSLIP	15.3919	8.05058	0.00453813	0.19514	0.0271791	0.00412367
44	0.75	iSLIP	15.3681	8.05085	0.00443982	0.195352	0.0273648	0.00370946
45	0.75	iSLIP	15.4234	8.09676	0.00433501	0.195076	0.0276233	0.00384705
46	0.75	iSLIP	15.3428	8.13777	0.00424353	0.195202	0.0272359	0.00477439
47	0.75	iSLIP	15.2568	8.11027	0.00415813	0.195432	0.0271372	0.00432809
48	0.75	iSLIP	15.4111	8.06497	0.00406246	0.194998	0.0273458	0.0040254
49	0.75	iSLIP	15.2876	8.11085	0.00398301	0.195167	0.0271663	0.00412082
50	0.75	iSLIP	15.2565	8.07459	0.0039056	0.19528	0.027361	0.0040204
51	0.75	iSLIP	15.3296	7.97081	0.00383379	0.195524	0.0272814	0.0037592
52	0.75	iSLIP	15.3843	8.07928	0.00374601	0.194792	0.0276519	0.00383692
53	0.75	iSLIP	15.2382	8.11775	0.0036869	0.195406	0.0269509	0.00413815
54	0.75	iSLIP	15.4268	8.12155	0.00359997	0.194398	0.0277537	0.00420042
55	0.75	iSLIP	15.2837	8.05041	0.00355656	0.195611	0.0272036	0.00384584
56	0.75	iSLIP	15.3648	7.98997	0.00348648	0.195243	0.0275188	0.00385753
57	0.75	iSLIP	15.3337	8.10949	0.00342453	0.195198	0.027264	0.00430569
58	0.75	iSLIP	15.3256	8.04822	0.00336454	0.195143	0.0273345	0.00367278
59	0.75	iSLIP	15.3575	7.98276	0.00331359	0.195502	0.0272119	0.00373766
60	0.75	iSLIP	15.2643	8.10557	0.00325475	0.195285	0.0272058	0.00414541
61	0.75	iSLIP	15.3968	8.09942	0.00319731	0.195036	0.027582	0.0037184
62	0.75	iSLIP	15.4488	8.11719	0.00313941	0.194644	0.0276113	0.00428753
63	0.75	iSLIP	15.3849	8.08352	0.00309476	0.19497	0.0274341	0.00419566
64	0.75	iSLIP	15.3813	8.18446	0.00304036	0.194583	0.0276016	0.00473954
65	0.75	iSLIP	15.3354	8.10822	0.00299725	0.194822	0.0274346	0.00401117
66	0.75	iSLIP	15.2975	8.09446	0.00295434	0.194986	0.0270144	0.00412314
67	0.75	iSLIP	15.3086	8.06595	0.00291325	0.195188	0.0274634	0.0039183
68	0.75	iSLIP	15.4177	8.14388	0.00286285	0.194674	0.0274721	0.00443868
69	0.75	iSLIP	15.3141	8.02487	0.00282922	0.195216	0.0271457	0.00352644
70	0.75	iSLIP	15.3095	8.07782	0.00278945	0.195261	0.0272707	0.00416184
71	0.75	iSLIP	15.384	8.09741	0.00274571	0.194945	0.0275718	0.00407787
72	0.75	iSLIP	15.3665	8.05233	0.00270797	0.194974	0.0273035	0.00383372
73	0.75	iSLIP	15.3499	8.09856	0.0026721	0.195063	0.0274308	0.00429495
74	0.75	iSLIP	15.3704	8.04826	0.00263583	0.195051	0.0273236	0.00405446
75	0.75	iSLIP	15.3777	8.17055	0.00259616	0.194712	0.0277607	0.00464846
76	0.75	iSLIP	15.3869	8.09665	0.00256338	0.194817	0.027452	0.00382933
77	0.75	iSLIP	15.3375	8.16297	0.00253238	0.194994	0.0273675	0.00442252
78	0.75	iSLIP	15.4159	8.09339	0.00249533	0.194636	0.0274532	0.00413503
79	0.75	iSLIP	15.3325	7.99068	0.00247371	0.195423	0.0270582	0.00377126
80	0.75	iSLIP	15.3121	8.07775	0.00243622	0.194898	0.0273238	0.00383288
81	0.75	iSLIP	15.4318	8.11517	0.00240309	0.194651	0.0276346	0.00407078
82	0.75	iSLIP	15.4123	8.16459	0.00237136	0.194451	0.0276171	0.00452972
83	0.75	iSLIP	15.4683	8.21154	0.00234407	0.194558	0.0279645	0.00470288
84	0.75	iSLIP	15.3118	8.01934	0.00232586	0.195373	0.0272387	0.00383967
85	0.75	iSLIP	15.4129	8.1219	0.0022923	0.194846	0.0277218	0.00421807
86	0.75	iSLIP	15.4944	8.13444	0.00225696	0.194099	0.0277849	0.00438881
87	0.75	iSLIP	15.3985	8.18813	0.00223641	0.194568	0.0275126	0.00460736
88	0.75	iSLIP	15.3734	8.08111	0.00221391	0.194824	0.0274801	0.0039038
89	0.75	iSLIP	15.4285	8.25586	0.00218226	0.194221	0.0276618	0.00486453
90	0.75	iSLIP	15.4893	8.17472	0.00216014	0.194412	0.0278272	0.00443378
91	0.75	iSLIP	15.3835	8.13088	0.00214212	0.194933	0.0275555	0.0041114
92	0.75	iSLIP	15.412	8.24775	0.00210859	0.19399	0.0276353	0.00473199
93	0.75	iSLIP	15.3599	8.11565	0.00209421	0.194761	0.0273839	0.00448109
94	0.75	iSLIP	15.3757	8.15862	0.00207159	0.19473	0.0274899	0.00443661
95	0.75	iSLIP	15.4058	8.18601	0.00204701	0.194466	0.0276416	0.00452572
96	0.75	iSLIP	15.4552	8.20483	0.00202572	0.194469	0.0276646	0.00480361
97	0.75	iSLIP	15.3991	8.14604	0.00200523	0.194507	0.0273536	0.00422207
98	0.75	iSLIP	15.4462	8.15163	0.00198692	0.194718	0.027899	0.00445759
99	0.75	iSLIP	15.4614	8.18625	0.00196293	0.19433	0.0277894	0.00461258
100	0.75	iSLIP	15.4603	8.22697	0.00194229	0.194229	0.027903	0.00450645
