N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
53	0.25	iSLIP	2.70978	1.73535	0.00157391	0.083417	9.43396e-07	5.66094e-06
54	0.25	iSLIP	2.68481	1.64353	0.00154468	0.083413	9.25926e-07	0
55	0.25	iSLIP	2.71195	1.71576	0.00150972	0.0830345	9.09091e-07	1.09102e-05
56	0.25	iSLIP	2.70245	1.67678	0.00148278	0.0830357	0	5.35768e-06
57	0.25	iSLIP	2.6807	1.63445	0.00146528	0.0835211	8.77193e-07	0
58	0.25	iSLIP	2.68833	1.66573	0.0014346	0.0832069	8.62069e-07	0
59	0.25	iSLIP	2.69797	1.64957	0.00141255	0.0833407	0	0
60	0.25	iSLIP	2.7231	1.73144	0.00139111	0.0834667	0	0
61	0.25	iSLIP	2.69146	1.68214	0.0013677	0.0834295	0	0
62	0.25	iSLIP	2.68956	1.64748	0.00133959	0.0830548	8.06452e-07	9.67839e-06
63	0.25	iSLIP	2.68618	1.65764	0.00131315	0.0827286	2.38095e-06	0
64	0.25	iSLIP	2.70627	1.69235	0.00130593	0.0835797	1.5625e-06	9.37594e-06
65	0.25	iSLIP	2.7108	1.70152	0.00128215	0.08334	0	9.23169e-06
66	0.25	iSLIP	2.70716	1.68354	0.00126568	0.0835348	0	9.09182e-06
67	0.25	iSLIP	2.69013	1.65518	0.00124368	0.0833269	0	8.95612e-06
68	0.25	iSLIP	2.69346	1.66608	0.00122243	0.083125	7.35294e-07	0
69	0.25	iSLIP	2.70347	1.66734	0.00121004	0.0834928	0	4.34826e-06
70	0.25	iSLIP	2.7174	1.72527	0.00119367	0.0835571	1.42857e-06	4.28614e-06
71	0.25	iSLIP	2.70131	1.68319	0.00117528	0.0834451	7.04225e-07	0
72	0.25	iSLIP	2.70165	1.69041	0.00115642	0.0832625	0	1.66683e-05
73	0.25	iSLIP	2.69277	1.65689	0.00113564	0.0829014	0	0
74	0.25	iSLIP	2.70133	1.68458	0.00112423	0.0831932	6.75676e-07	0
75	0.25	iSLIP	2.70169	1.68855	0.00110818	0.0831133	2e-06	1.20012e-05
76	0.25	iSLIP	2.70955	1.71928	0.00109434	0.0831697	1.31579e-06	3.94776e-05
77	0.25	iSLIP	2.70066	1.68343	0.00108143	0.0832701	0	3.89649e-06
78	0.25	iSLIP	2.70334	1.6735	0.0010716	0.0835846	0	0
79	0.25	iSLIP	2.7068	1.70875	0.00105441	0.0832987	6.32911e-07	0
80	0.25	iSLIP	2.67938	1.64556	0.00104144	0.083315	0	7.50075e-06
81	0.25	iSLIP	2.71119	1.70391	0.00102747	0.0832247	6.17284e-07	7.40815e-06
82	0.25	iSLIP	2.70441	1.68692	0.00101728	0.0834171	0	7.3178e-06
83	0.25	iSLIP	2.69052	1.65778	0.00100122	0.0831012	0	7.22964e-06
84	0.25	iSLIP	2.71733	1.70354	0.000991851	0.0833155	0	7.14357e-06
85	0.25	iSLIP	2.68188	1.65339	0.000980761	0.0833647	0	0
86	0.25	iSLIP	2.69795	1.66266	0.000973107	0.0836872	0	0
87	0.25	iSLIP	2.68519	1.65015	0.000953006	0.0829115	0	3.44862e-06
88	0.25	iSLIP	2.70013	1.6719	0.000940702	0.0827818	5.68182e-07	3.40943e-06
89	0.25	iSLIP	2.68799	1.65863	0.000934314	0.0831539	5.61798e-07	1.01134e-05
90	0.25	iSLIP	2.72177	1.69733	0.000933049	0.0839744	1.11111e-06	0
91	0.25	iSLIP	2.70007	1.69592	0.000912692	0.0830549	0	0
92	0.25	iSLIP	2.71036	1.68602	0.000908755	0.0836054	0	0
93	0.25	iSLIP	2.71249	1.70197	0.000899908	0.0836914	5.37634e-07	6.45226e-06
94	0.25	iSLIP	2.70279	1.66486	0.000887506	0.0834255	1.06383e-06	0
95	0.25	iSLIP	2.69716	1.65866	0.000877895	0.0834	0	0
96	0.25	iSLIP	2.70938	1.68237	0.000870399	0.0835583	0	6.25063e-06
97	0.25	iSLIP	2.72047	1.70444	0.000860495	0.083468	0	1.23724e-05
98	0.25	iSLIP	2.69607	1.65965	0.000847751	0.0830796	0	0
99	0.25	iSLIP	2.69067	1.66464	0.000842037	0.0833616	0	9.09182e-06
100	0.25	iSLIP	2.71758	1.70668	0.00083368	0.083368	5e-07	0
