N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
66	0.5	KOUQ	3.37417	2.16956	0.00251926	0.165577	0.000336364	1.81836e-05
67	0.5	KOUQ	3.37592	2.17262	0.0024906	0.166176	0.000332836	1.34342e-05
68	0.5	KOUQ	3.36886	2.16447	0.00245082	0.165907	0.000365441	8.82441e-06
69	0.5	KOUQ	3.36077	2.14863	0.00241325	0.165881	0.000307246	1.30448e-05
70	0.5	KOUQ	3.38264	2.1725	0.00237563	0.16559	0.000342857	1.28584e-05
71	0.5	KOUQ	3.40597	2.20428	0.00235245	0.166262	0.000373944	1.26773e-05
72	0.5	KOUQ	3.3762	2.16969	0.00231167	0.165697	0.000361806	8.33417e-06
73	0.5	KOUQ	3.385	2.18167	0.00228035	0.165727	0.000366438	2.055e-05
74	0.5	KOUQ	3.38756	2.17925	0.00225758	0.166316	0.000364865	8.10892e-06
75	0.5	KOUQ	3.36996	2.164	0.00222427	0.166121	0.000337333	8.0008e-06
76	0.5	KOUQ	3.3841	2.17656	0.00219901	0.166445	0.000330263	7.89553e-06
77	0.5	KOUQ	3.3635	2.16619	0.00216146	0.165725	0.000343506	1.5586e-05
78	0.5	KOUQ	3.37759	2.17248	0.0021403	0.166232	0.000344231	1.15396e-05
79	0.5	KOUQ	3.38761	2.1803	0.0021133	0.166235	0.000344304	1.89892e-05
80	0.5	KOUQ	3.3879	2.17936	0.00208939	0.166455	0.00033625	1.50015e-05
81	0.5	KOUQ	3.40707	2.19889	0.00206318	0.1664	0.00034321	0
82	0.5	KOUQ	3.39563	2.18476	0.0020314	0.165894	0.00032378	0
83	0.5	KOUQ	3.37427	2.177	0.00200395	0.165606	0.00035241	1.80741e-05
84	0.5	KOUQ	3.37505	2.16873	0.00198192	0.165752	0.000356548	1.07154e-05
85	0.5	KOUQ	3.38306	2.17138	0.00196386	0.166296	0.000313529	1.76488e-05
86	0.5	KOUQ	3.38185	2.17533	0.00193468	0.165703	0.000332558	1.74436e-05
87	0.5	KOUQ	3.39102	2.19594	0.00190992	0.165421	0.00036092	1.37945e-05
88	0.5	KOUQ	3.38879	2.1887	0.00189633	0.166118	0.000371023	1.02283e-05
89	0.5	KOUQ	3.3957	2.19478	0.00187916	0.166508	0.000360674	2.35979e-05
90	0.5	KOUQ	3.36012	2.15928	0.00184468	0.165382	0.000311667	1.0001e-05
91	0.5	KOUQ	3.38878	2.1781	0.0018292	0.165795	0.000323626	1.31881e-05
92	0.5	KOUQ	3.38009	2.1726	0.00180709	0.165549	0.00033587	6.52239e-06
93	0.5	KOUQ	3.38157	2.17513	0.00179378	0.166118	0.000343011	6.45226e-06
94	0.5	KOUQ	3.412	2.20793	0.00177548	0.166112	0.000381915	1.27672e-05
95	0.5	KOUQ	3.38751	2.17771	0.00175122	0.165702	0.000325789	9.47463e-06
96	0.5	KOUQ	3.36985	2.16581	0.0017355	0.165903	0.000340104	2.18772e-05
97	0.5	KOUQ	3.37889	2.18312	0.00171664	0.165835	0.00033299	1.54655e-05
98	0.5	KOUQ	3.37603	2.16863	0.00170306	0.166199	0.000340306	6.12306e-06
99	0.5	KOUQ	3.38524	2.17771	0.00168682	0.166262	0.000358081	9.09182e-06
100	0.5	KOUQ	3.38937	2.17955	0.00166978	0.166277	0.0003445	1.50015e-05
